,p,d,m
10799,695,1,14820.13064
10800,666,1,11348.66225
10801,584,1,11256.509
10802,584,1,10216.15088
10803,584,1,13341.73719
10804,584,1,13481.95168
10805,584,1,9242.856814
10806,584,1,14687.49832
10807,584,0,9097.875045
10808,584,1,7995.224842
10809,584,1,10903.51457
10810,695,1,11163.84628
10811,584,1,12444.43136
10812,666,1,11225.35067
10813,770,0,9105.856703
10814,695,0,11071.10013
10815,859,0,13924.64671
10816,695,1,10632.10231
10817,770,1,14311.84353
10818,770,1,13935.73964
10819,584,1,8442.195444
10820,584,1,9921.34646
10821,770,1,9268.504961
10822,859,1,13639.42442
10823,584,1,12980.86344
10824,695,0,8656.037865
10825,584,1,7890.90201
10826,584,1,13656.78857
10827,584,1,11979.6419
10828,584,0,7033.117942
10829,584,1,14488.93387
10830,584,1,10894.28416
10831,689,0,7951.399744
10832,695,1,13550.1844
10833,695,1,10220.22058
10834,666,1,11873.23342
10835,584,1,9628.49
10836,584,1,13005.63745
10837,584,1,10427.46639
10838,584,1,10530.06068
10839,584,1,10229.99084
10840,584,1,9705.860049
10841,666,1,13163.56872
10842,770,1,13989.96773
10843,859,0,13425.17418
10844,584,1,13624.23222
10845,695,0,9036.652693
10846,770,1,12792.75072
10847,695,1,13401.93384
10848,584,1,8492.134776
10849,695,1,10629.47716
10850,584,1,12546.23027
10851,666,1,11411.14751
10852,695,1,11853.54661
10853,859,0,8836.062309
10854,584,1,11677.56342
10855,584,1,13145.73608
10856,584,0,7117.065271
10857,584,0,7726.276919
10858,666,1,11248.59906
10859,695,0,6507.732419
10860,770,1,10848.86742
10861,584,1,9033.719607
10862,584,1,10131.14436
10863,666,0,7590.78901
10864,695,1,13021.61386
10865,689,0,9724.461661
10866,695,1,13828.77138
10867,584,1,12636.84673
10868,666,1,10837.95598
10869,584,1,11127.4308
10870,584,1,9398.43675
10871,584,1,8829.609121
10872,695,1,12030.30616
10873,695,1,12643.46791
10874,695,1,13934.18069
10875,695,1,10180.11127
10876,770,0,10335.19234
10877,584,1,12956.56023
10878,584,1,12455.74349
10879,695,1,15609.98739
10880,695,1,9412.719159
10881,584,1,9670.079937
10882,584,1,12580.22595
10883,584,1,11753.36711
10884,695,1,9921.348069
10885,584,1,8967.923138
10886,666,1,12737.70587
10887,584,1,8788.953465
10888,695,1,10617.63435
10889,770,1,14565.97964
10890,770,0,7921.681774
10891,584,0,7606.86383
10892,770,0,12054.895
10893,584,1,11140.92847
10894,695,1,11522.27055
10895,859,1,12136.38901
10896,584,1,11954.93322
10897,666,0,7964.96822
10898,584,1,12050.64405
10899,695,1,11834.25266
10900,689,0,7316.947859
10901,770,1,11781.78807
10902,584,1,7760.487502
10903,695,1,15908.46769
10904,584,1,11044.64268
10905,584,1,12280.61538
10906,584,1,7661.739435
10907,584,0,8986.282211
10908,695,1,10209.15747
10909,770,0,13546.7006
10910,695,0,8990.890695
10911,695,1,14211.81087
10912,584,1,9540.412797
10913,584,1,10952.0599
10914,584,0,8492.23639
10915,770,0,10270.96902
10916,584,1,8549.616757
10917,770,0,12949.49006
10918,695,1,10701.14577
10919,770,1,13775.72779
10920,584,1,10869.63738
10921,695,0,8614.98336
10922,695,1,11050.44126
10923,695,0,9824.194239
10924,695,1,12271.17736
10925,695,1,12317.68826
10926,770,0,11932.00186
10927,584,1,15393.53672
10928,695,1,10389.81332
10929,695,0,8839.919095
10930,770,1,13739.15404
10931,859,0,7179.247926
10932,584,1,10291.84015
10933,695,0,9686.440183
10934,584,1,13076.88206
10935,584,0,7854.429493
10936,666,0,9191.664466
10937,584,1,11771.64476
10938,695,0,8942.665447
10939,695,0,11481.85946
10940,584,1,9733.529267
10941,584,1,10271.02226
10942,584,1,7611.511502
10943,584,1,10543.43659
10944,584,1,8688.068853
10945,695,0,8235.186298
10946,770,1,14251.19135
10947,695,1,10263.21744
10948,584,1,13103.02965
10949,584,1,6481.70295
10950,770,0,13986.90632
10951,695,0,6127.324533
10952,584,1,14537.27144
10953,584,1,9172.964255
10954,695,1,11391.47677
10955,584,1,13233.33146
10956,584,1,9146.72423
10957,584,1,7825.862492
10958,584,1,16892.42025
10959,695,1,14653.70938
10960,666,1,16501.0872
10961,584,1,4959.748896
10962,666,1,13068.82106
10963,770,1,13371.48352
10964,695,1,12972.1669
10965,695,0,11702.17591
10966,584,1,13023.61075
10967,695,0,9943.309001
10968,584,1,7917.689824
10969,770,1,14142.80298
10970,770,1,13103.3109
10971,584,1,9111.328629
10972,666,0,9032.490958
10973,584,1,10302.69278
10974,695,0,8823.777246
10975,584,1,8874.808057
10976,689,1,12335.3135
10977,584,1,8670.697865
10978,584,0,8883.835645
10979,695,0,6390.031417
10980,584,1,11932.2304
10981,584,1,11134.0814
10982,584,1,10281.62673
10983,859,0,8033.37627
10984,859,0,6609.046363
10985,584,1,11311.75004
10986,859,0,8723.481089
10987,584,1,10525.82103
10988,584,1,10766.77745
10989,770,1,11290.58993
10990,695,0,6983.11362
10991,695,1,11435.35334
10992,584,1,11458.93612
10993,666,1,9145.24303
10994,695,0,7950.970209
10995,770,0,11277.96585
10996,859,0,15601.03155
10997,689,1,14641.81422
10998,695,1,12994.29478
10999,770,0,8732.897669
11000,584,1,14227.49307
11001,584,1,11201.30562
11002,584,1,15902.34062
11003,770,1,11909.21003
11004,584,1,14683.61512
11005,584,1,11481.95471
11006,770,1,13668.91951
11007,770,0,11333.45106
11008,666,1,13386.86672
11009,584,0,7222.049952
11010,695,0,8813.443108
11011,584,1,11274.85499
11012,770,0,11160.0478
11013,584,1,11133.86159
11014,695,1,9985.648593
11015,695,0,10039.53434
11016,859,0,6735.756445
11017,770,0,8710.464619
11018,584,1,8795.471951
11019,695,0,11600.41636
11020,695,1,12992.43597
11021,584,1,11277.90247
11022,695,1,12819.52642
11023,584,1,11062.06729
11024,770,0,8027.176344
11025,584,0,8031.592429
11026,584,1,12705.889
11027,695,1,15398.19128
11028,584,0,7956.876366
11029,584,1,6340.850984
11030,695,1,9333.443211
11031,695,1,12928.93014
11032,584,1,11196.24105
11033,770,0,12659.53363
11034,695,0,5105.871729
11035,584,1,8586.091613
11036,666,1,12684.59364
11037,584,1,11569.83196
11038,695,0,9648.36182
11039,695,1,10775.15616
11040,584,1,11073.63484
11041,695,1,14673.34901
11042,695,1,11080.67362
11043,666,1,11025.54992
11044,666,1,9520.786864
11045,584,1,7293.712595
11046,666,1,11947.77084
11047,695,1,15119.08656
11048,584,1,8535.440919
11049,770,0,9961.216822
11050,584,1,14629.70201
11051,666,1,13651.15338
11052,584,1,12419.44057
11053,584,1,9501.207961
11054,695,1,12420.16628
11055,584,1,11163.26856
11056,695,1,12014.12486
11057,584,1,10148.31397
11058,770,1,14574.62548
11059,770,0,8574.229868
11060,695,1,11069.31988
11061,584,1,9778.946159
11062,695,1,10272.21908
11063,695,1,13032.81765
11064,584,1,7106.723475
11065,695,1,11805.35276
11066,584,1,11562.5307
11067,584,1,12244.00419
11068,695,1,12337.82707
11069,584,1,9019.263298
11070,695,0,11778.95724
11071,770,0,12933.25786
11072,584,0,3149.114591
11073,695,0,8454.072822
11074,689,0,7989.365171
11075,666,1,9768.748267
11076,584,0,7088.457498
11077,666,1,11471.09286
11078,584,0,7359.112334
11079,584,1,8454.907426
11080,695,0,10063.856
11081,584,1,12038.12184
11082,584,1,7895.561019
11083,695,1,12427.94198
11084,584,1,9248.380838
11085,584,1,14742.30177
11086,584,1,14366.28906
11087,666,0,7926.074669
11088,695,0,6868.152878
11089,584,1,12141.49074
11090,584,1,12028.02844
11091,584,1,8537.447475
11092,584,1,13474.15703
11093,695,0,10766.95996
11094,584,1,10467.52877
11095,695,0,9450.395084
11096,695,1,13823.57606
11097,584,1,8001.463771
11098,695,1,11159.13875
11099,584,1,13362.99251
11100,584,1,11318.32054
11101,695,0,6820.909058
11102,770,0,8907.770675
11103,584,0,6990.238378
11104,584,1,12654.54835
11105,695,1,14818.42414
11106,584,1,14191.50226
11107,584,1,10354.88038
11108,695,1,14223.54749
11109,584,1,11924.00549
11110,695,0,7296.322747
11111,695,1,11369.13193
11112,770,1,13955.87713
11113,859,0,9602.969145
11114,584,1,9395.644063
11115,584,1,10240.15064
11116,695,0,10342.30127
11117,584,1,11886.59279
11118,695,1,9956.532684
11119,584,0,8557.951289
11120,584,1,15593.82902
11121,770,0,12488.57791
11122,666,1,10543.87625
11123,584,1,10928.92752
11124,770,1,12997.41695
11125,584,1,11299.58567
11126,584,1,9249.185096
11127,695,1,14755.54669
11128,689,1,11172.74148
11129,689,1,12792.53044
11130,584,0,4900.927507
11131,770,0,9034.27481
11132,695,1,13982.06006
11133,695,1,12628.27211
11134,584,1,10970.6336
11135,584,1,8674.710459
11136,666,0,7086.290603
11137,689,1,10367.19958
11138,695,1,9773.147699
11139,584,1,8814.487695
11140,584,1,11604.411
11141,584,1,9960.548616
11142,859,1,13018.94827
11143,666,1,7437.732279
11144,584,1,11843.83067
11145,666,1,11318.00802
11146,695,0,6211.141621
11147,584,1,12961.09677
11148,584,0,8210.902049
11149,770,0,12590.47665
11150,770,0,8770.250786
11151,770,1,13316.74329
11152,584,1,13870.25682
11153,666,1,13711.464
11154,695,1,11674.612
11155,584,1,9617.45987
11156,584,1,13580.87097
11157,666,0,9866.647423
11158,770,0,7955.769612
11159,584,1,8701.491434
11160,666,0,8486.078987
11161,584,1,13614.12186
11162,584,1,11173.82583
11163,695,0,11504.76768
11164,695,0,8072.631636
11165,584,1,12186.78639
11166,695,0,9241.850136
11167,666,0,7020.792415
11168,695,0,7230.90036
11169,695,0,11020.75614
11170,584,1,12219.63668
11171,584,1,9417.7106
11172,859,0,7808.130417
11173,859,0,10236.91372
11174,584,0,8283.562038
11175,695,0,9055.350167
11176,770,0,7850.502647
11177,770,1,11373.64759
11178,584,1,14741.8535
11179,695,1,10613.94834
11180,584,1,11450.31297
11181,695,1,12368.68383
11182,584,1,9871.240267
11183,584,0,8104.204517
11184,666,1,9201.417396
11185,584,1,10238.12962
11186,770,1,12651.31152
11187,695,0,11830.18491
11188,584,1,7949.977614
11189,584,1,16387.70045
11190,695,0,7792.753853
11191,695,1,12513.71879
11192,695,0,9808.27764
11193,695,1,13084.07819
11194,584,1,11786.81013
11195,770,0,9513.166237
11196,666,0,9263.744704
11197,695,1,12954.63768
11198,695,1,12962.60538
11199,695,1,12921.72264
11200,584,1,15001.26506
11201,695,1,9971.190522
11202,695,1,11584.30803
11203,695,1,14578.42648
11204,695,1,13759.16842
11205,584,1,10731.02446
11206,584,0,5341.913446
11207,584,1,11120.7481
11208,695,1,10636.2292
11209,584,1,11853.17876
11210,695,1,12127.88288
11211,584,0,7855.002069
11212,584,1,14768.44423
11213,695,0,9560.239084
11214,770,0,10969.25271
11215,770,0,7302.993281
11216,770,0,9184.884799
11217,770,0,11152.68288
11218,695,1,15150.39639
11219,584,1,13466.89761
11220,770,0,11625.10645
11221,584,1,10064.65073
11222,584,1,11177.502
11223,695,1,7930.521999
11224,695,1,15463.10016
11225,695,1,11822.10399
11226,584,1,13630.61291
11227,584,1,9642.95437
11228,584,1,7620.798595
11229,584,1,13766.52517
11230,666,1,14074.88213
11231,695,0,12650.88782
11232,770,0,8635.479918
11233,584,1,8914.225159
11234,584,1,11648.45578
11235,695,1,9524.238839
11236,666,0,8067.626264
11237,695,1,10671.60141
11238,666,1,8249.422019
11239,695,1,11330.76292
11240,770,0,11100.58531
11241,695,1,8382.471962
11242,584,1,9470.165056
11243,695,1,14642.53123
11244,584,1,12361.60482
11245,584,1,11902.35201
11246,584,1,6012.003582
11247,770,0,10519.5698
11248,770,0,12962.19588
11249,584,1,11338.16514
11250,695,0,6374.230288
11251,770,0,8389.979235
11252,584,0,8441.576641
11253,770,0,10692.32136
11254,584,1,6703.86681
11255,695,1,10498.3137
11256,584,1,10187.45354
11257,770,0,10236.36053
11258,695,1,10712.55934
11259,859,0,9755.493117
11260,584,1,7791.577885
11261,695,0,9060.429819
11262,584,1,11877.17
11263,695,1,14423.98199
11264,584,1,12978.76415
11265,584,1,13133.13805
11266,584,0,9378.244739
11267,770,0,10201.1533
11268,584,0,8134.172033
11269,584,1,8288.998025
11270,859,0,11149.71158
11271,584,1,9729.98759
11272,584,1,9090.500915
11273,584,1,14062.85743
11274,584,1,11103.75547
11275,695,1,13636.21828
11276,666,1,11357.45901
11277,695,1,10897.48493
11278,770,1,12773.12148
11279,695,1,15199.86408
11280,666,1,14323.74451
11281,695,1,11788.65213
11282,695,1,8390.540923
11283,695,1,14958.39887
11284,695,0,11230.12862
11285,584,1,12360.47775
11286,770,0,13150.49473
11287,859,0,12112.57965
11288,584,0,6011.867915
11289,695,1,10955.40469
11290,695,1,14204.92104
11291,584,1,14337.62885
11292,584,1,11589.52936
11293,584,1,12665.64305
11294,695,0,8168.204007
11295,695,1,13093.51967
11296,584,1,8997.982592
11297,770,1,12508.98171
11298,666,0,7672.03104
11299,695,0,10155.59335
11300,584,1,9598.879139
11301,695,0,9891.670752
11302,584,1,13188.99309
11303,584,0,9457.040497
11304,695,1,9289.711973
11305,584,1,8469.551903
11306,584,1,13361.97964
11307,584,1,14968.06145
11308,695,0,8586.676106
11309,584,1,14313.80431
11310,695,0,7735.563842
11311,770,0,10444.25986
11312,695,1,13501.70978
11313,584,1,13154.1534
11314,584,1,12341.29052
11315,859,0,11263.31913
11316,584,0,9818.941044
11317,584,1,6477.844219
11318,695,1,12547.94926
11319,770,1,10982.4892
11320,695,1,13941.95073
11321,859,0,7068.726501
11322,695,0,10286.53687
11323,666,0,7943.27198
11324,584,1,11469.02338
11325,584,1,10210.87131
11326,666,1,14042.30693
11327,584,1,10942.21948
11328,770,1,11798.03308
11329,666,1,14249.89652
11330,584,1,12615.21552
11331,666,1,11293.67071
11332,666,0,8553.658299
11333,584,1,15431.8562
11334,689,0,9817.292755
11335,695,0,9827.696385
11336,666,1,12831.10226
11337,695,1,15018.19634
11338,584,1,16430.85273
11339,584,0,8208.940963
11340,695,1,13282.38648
11341,666,1,13308.77837
11342,584,1,7673.157691
11343,584,1,6985.925742
11344,770,0,9652.756301
11345,859,0,13845.46936
11346,695,0,9537.661381
11347,584,1,13199.17535
11348,695,0,7592.631882
11349,770,1,11419.63734
11350,695,1,15896.30024
11351,695,1,11802.81258
11352,584,1,10017.56627
11353,689,0,9617.074453
11354,584,1,15996.83961
11355,695,1,12647.07382
11356,695,0,7821.287844
11357,584,1,10603.07824
11358,695,1,12828.85705
11359,584,1,11284.3268
11360,584,1,11765.68092
11361,666,0,7218.835644
11362,666,1,12276.84756
11363,584,1,8901.971559
11364,584,1,14498.64488
11365,695,1,10822.02945
11366,695,0,7756.509432
11367,666,1,12826.49455
11368,770,0,7760.8346
11369,695,1,12336.4049
11370,695,1,14066.96473
11371,584,1,7804.051942
11372,695,0,7778.067388
11373,584,1,9985.310716
11374,584,1,12219.07707
11375,695,0,9391.799167
11376,770,1,11556.97596
11377,584,0,8786.84598
11378,584,1,12515.96471
11379,584,1,13081.22886
11380,666,1,14224.17508
11381,584,1,7542.506059
11382,770,0,11191.20239
11383,770,0,9581.736602
11384,695,1,15479.21413
11385,584,1,11764.76343
11386,859,0,9492.963248
11387,695,1,9677.526823
11388,584,1,5535.751584
11389,584,1,12018.65012
11390,584,1,14164.86691
11391,695,1,5970.506
11392,584,0,9760.227367
11393,584,1,10159.92477
11394,584,1,9966.574223
11395,695,1,11725.72875
11396,584,1,12500.36475
11397,770,1,14501.70094
11398,695,0,7676.51879
11399,584,0,6843.931355
11400,695,1,11774.95726
11401,666,0,7341.989298
11402,584,1,11357.08326
11403,584,1,9786.584317
11404,666,1,8259.855887
11405,584,0,7515.050625
11406,859,1,13903.68005
11407,770,1,13233.42813
11408,859,1,13916.92313
11409,666,1,14643.69135
11410,666,1,14356.7103
11411,695,1,15599.68854
11412,584,1,12660.11902
11413,584,1,13515.35022
11414,584,1,14816.67818
11415,584,0,5951.906369
11416,695,1,11322.12457
11417,584,1,11263.28461
11418,859,0,10306.35056
11419,695,1,13070.41459
11420,584,1,9530.421358
11421,584,0,9632.683617
11422,584,1,12956.73536
11423,666,0,10788.01077
11424,695,1,10935.8228
11425,584,1,14802.99485
11426,584,1,12835.8981
11427,584,1,10544.06643
11428,584,1,13493.30543
11429,695,1,9809.821273
11430,770,0,11095.74866
11431,584,1,12398.71311
11432,584,1,7797.319338
11433,770,1,13916.49985
11434,584,1,10564.57466
11435,584,1,10648.15457
11436,770,1,11521.02591
11437,770,0,12904.79883
11438,695,0,9408.008739
11439,584,1,13038.4187
11440,584,1,14333.647
11441,584,1,12311.5827
11442,666,1,11136.13956
11443,584,1,10008.57361
11444,584,1,13468.51456
11445,695,1,12238.4505
11446,695,0,7309.481615
11447,770,0,9872.753904
11448,695,0,8618.544008
11449,689,1,12621.78373
11450,695,0,12005.14259
11451,666,0,12171.08207
11452,695,1,13817.9215
11453,584,0,9007.071021
11454,695,1,10103.67694
11455,584,1,12308.62756
11456,584,1,13419.18284
11457,584,1,11698.93646
11458,584,1,10566.33093
11459,584,1,10334.0411
11460,584,0,6966.991419
11461,770,0,12016.09242
11462,666,0,7230.716915
11463,584,1,13293.36178
11464,584,1,11871.96873
11465,770,0,12588.46461
11466,584,1,10174.10043
11467,584,1,7837.290966
11468,584,1,10143.84418
11469,695,1,12574.36657
11470,584,1,12242.85054
11471,770,0,8009.358559
11472,584,1,14591.80064
11473,584,1,11061.29128
11474,584,1,13188.68699
11475,584,1,14673.92405
11476,770,0,10678.71426
11477,584,1,8669.885747
11478,584,1,12529.76839
11479,584,1,16128.53106
11480,584,1,14891.53864
11481,695,1,10378.9798
11482,695,1,11365.51675
11483,584,1,13368.78122
11484,584,1,8759.685061
11485,584,1,8144.770054
11486,584,1,8721.018774
11487,584,1,8935.09558
11488,584,1,7958.10624
11489,695,0,7065.434221
11490,584,1,12295.5609
11491,695,0,11325.69731
11492,584,1,9702.691767
11493,584,1,10594.07567
11494,695,1,11946.5227
11495,695,0,8331.307442
11496,695,1,14870.00008
11497,584,1,10882.37377
11498,584,1,7684.844035
11499,695,1,13348.46038
11500,770,0,8602.734285
11501,666,1,10492.34601
11502,666,1,10927.07779
11503,584,1,6830.981116
11504,666,1,9344.389894
11505,695,1,12330.99537
11506,695,1,14935.32107
11507,584,1,9580.932654
11508,584,1,9146.747845
11509,770,1,10720.30736
11510,666,0,10747.66626
11511,666,1,10783.70454
11512,770,1,14121.32489
11513,584,1,10911.92343
11514,695,1,14736.71616
11515,584,1,9444.102137
11516,695,0,8498.404516
11517,584,1,9334.668791
11518,666,1,16676.48658
11519,770,1,12316.47071
11520,584,1,11490.37179
11521,584,1,10816.87656
11522,695,0,5606.871716
11523,770,1,14885.64885
11524,584,0,11604.95954
11525,584,1,14525.70911
11526,584,1,6268.704811
11527,695,1,9515.251011
11528,695,1,15428.16537
11529,695,0,8486.038632
11530,584,1,10153.57016
11531,584,1,9901.41286
11532,584,1,14216.41964
11533,666,0,8301.079594
11534,859,0,10189.38033
11535,584,1,10014.80538
11536,689,0,11250.03151
11537,584,1,12307.98525
11538,584,1,13798.83155
11539,584,1,16833.5218
11540,584,1,9815.381797
11541,666,0,9794.410774
11542,695,1,13722.16417
11543,584,1,9493.561523
11544,584,1,12226.47907
11545,695,0,9833.762718
11546,695,0,10081.20808
11547,770,0,10246.21233
11548,695,1,12211.49702
11549,666,1,9084.449144
11550,770,1,13827.45049
11551,584,1,12613.94832
11552,584,0,6937.472033
11553,666,1,14378.40235
11554,770,1,13558.40097
11555,770,0,8905.875
11556,666,0,8521.506594
11557,584,1,11619.61924
11558,695,1,15148.8914
11559,666,1,14342.76331
11560,584,0,9043.727532
11561,584,1,12817.81138
11562,666,1,12850.65215
11563,689,1,11154.81132
11564,770,1,18413.83008
11565,584,1,12926.66186
11566,584,1,11261.89319
11567,584,1,7119.544506
11568,584,1,12304.88128
11569,695,1,11602.63095
11570,584,1,14058.79972
11571,584,1,15438.23862
11572,770,0,6726.304248
11573,695,0,9612.821549
11574,584,1,9338.038183
11575,584,1,11224.90653
11576,584,1,11965.46414
11577,695,0,6673.876934
11578,666,1,12051.3395
11579,584,1,10456.35092
11580,770,1,13239.16343
11581,584,1,13233.05334
11582,584,1,11382.46448
11583,584,1,7225.814232
11584,770,1,11662.03024
11585,584,1,12317.03826
11586,695,0,6974.534336
11587,584,1,12648.62969
11588,584,1,14627.60668
11589,584,1,4717.848657
11590,695,0,8699.631289
11591,695,0,5873.9791
11592,584,1,11905.23452
11593,695,1,14997.71139
11594,584,1,11226.01951
11595,666,1,13302.02663
11596,584,1,15108.13851
11597,695,1,13044.3914
11598,584,1,8936.327232
11599,584,1,13950.89853
11600,770,1,9294.898012
11601,584,1,12596.62065
11602,689,0,8623.285019
11603,695,1,12662.87204
11604,584,1,8820.491803
11605,695,0,10654.5821
11606,584,1,11565.21767
11607,859,0,11440.7765
11608,584,1,11531.23709
11609,584,1,9346.120095
11610,666,0,10662.31065
11611,584,1,12407.47053
11612,695,1,14213.51933
11613,584,1,8023.501895
11614,584,1,9953.573098
11615,584,1,10391.86686
11616,695,1,10419.19615
11617,584,1,13688.19476
11618,666,1,9339.115097
11619,666,1,10105.65038
11620,584,1,11014.97129
11621,770,0,10156.10625
11622,695,0,7792.347303
11623,689,1,13571.28053
11624,584,1,13619.76174
11625,770,1,12577.97552
11626,695,0,9428.465517
11627,584,0,9492.901909
11628,584,1,12556.39401
11629,584,1,12131.7327
11630,584,1,9491.312595
11631,584,0,9918.396996
11632,584,1,12957.06286
11633,770,1,11298.50844
11634,695,1,12513.33536
11635,666,1,12281.13499
11636,584,1,16558.39008
11637,689,1,10952.96476
11638,695,1,12866.94415
11639,584,1,11854.66042
11640,584,1,12746.43246
11641,770,0,9378.712559
11642,584,0,9127.378075
11643,666,1,14205.41761
11644,584,1,12070.09165
11645,666,1,14739.52938
11646,584,1,11253.57434
11647,584,1,8713.372175
11648,695,0,7175.848137
11649,666,1,9912.12137
11650,770,0,12295.01571
11651,584,1,10032.1968
11652,695,0,9805.174627
11653,584,1,7152.715692
11654,695,1,13082.51741
11655,859,0,13735.65871
11656,584,1,12725.43107
11657,584,1,9822.172346
11658,695,0,9522.81119
11659,584,1,12523.03105
11660,695,0,7741.767802
11661,695,0,7651.586144
11662,584,1,9866.906092
11663,584,1,12193.34307
11664,584,1,8971.039991
11665,666,1,14716.9896
11666,770,0,9934.860189
11667,584,1,7560.215119
11668,695,0,11063.00668
11669,695,1,11429.0615
11670,770,0,10954.93325
11671,584,1,10579.66929
11672,689,0,8283.675884
11673,584,1,9898.94158
11674,584,0,9841.010132
11675,770,0,9299.982414
11676,695,0,6576.069335
11677,584,1,11500.25395
11678,666,1,10553.80427
11679,584,1,11046.79331
11680,695,1,10724.27829
11681,695,0,12835.75692
11682,770,0,11629.9277
11683,770,0,8306.084794
11684,584,1,7816.414286
11685,695,0,4575.59839
11686,770,0,9680.894112
11687,859,0,15942.9337
11688,584,1,11870.15813
11689,584,1,12494.35231
11690,584,1,10768.04046
11691,584,1,12452.1304
11692,584,1,10710.01473
11693,695,1,12246.96023
11694,770,0,8874.406496
11695,695,1,10903.70597
11696,770,0,11683.10032
11697,584,1,7019.416647
11698,584,1,10076.70952
11699,584,1,11556.27418
11700,584,1,15664.30051
11701,584,1,9598.083929
11702,584,1,11156.74832
11703,695,0,12340.12025
11704,584,0,9346.85227
11705,584,1,13395.65872
11706,666,1,15599.63076
11707,666,0,10254.80858
11708,666,1,10687.30553
11709,584,1,13194.43444
11710,695,1,10783.28925
11711,584,1,10238.96064
11712,695,0,11043.40635
11713,695,0,9531.567568
11714,584,1,9894.864609
11715,695,0,9196.51894
11716,770,1,13814.30481
11717,666,0,7955.917477
11718,584,1,8480.819894
11719,584,1,11404.85448
11720,666,0,8544.734359
11721,695,1,12421.38498
11722,695,0,9127.773041
11723,584,1,12087.56444
11724,770,0,10905.35449
11725,584,0,6748.48703
11726,584,1,11147.2474
11727,584,1,15275.64833
11728,695,1,12788.8833
11729,770,0,9007.586565
11730,695,0,7469.822612
11731,770,0,11489.02604
11732,770,0,11601.64273
11733,584,1,13447.96512
11734,695,1,12732.51453
11735,695,0,9484.067192
11736,584,0,7921.955194
11737,770,0,12095.26445
11738,584,1,13946.98706
11739,584,1,13610.03353
11740,584,0,8117.504408
11741,770,0,9355.341432
11742,695,0,10034.50992
11743,770,0,9653.911085
11744,584,1,10190.35006
11745,666,1,10123.3374
11746,584,1,8077.685029
11747,584,1,12870.14557
11748,770,0,8732.546649
11749,584,1,8796.031742
11750,584,1,11460.35979
11751,666,1,12231.26358
11752,584,1,15111.62624
11753,695,1,12704.10394
11754,584,1,9961.136391
11755,770,1,14810.3932
11756,584,1,10751.41598
11757,584,1,6790.391718
11758,695,1,12016.21458
11759,584,1,15544.56674
11760,584,1,8664.378372
11761,584,1,12416.11401
11762,584,1,13092.63651
11763,695,1,13286.49995
11764,695,1,12087.28714
11765,695,0,10898.92063
11766,584,1,11893.75709
11767,584,1,11220.80682
11768,770,0,10832.11534
11769,584,1,8833.975082
11770,666,1,13368.27052
11771,666,1,15001.29414
11772,584,1,11706.48231
11773,584,1,7429.859713
11774,695,1,13573.88464
11775,695,0,9069.219553
11776,695,1,12380.93491
11777,584,1,11994.68913
11778,584,1,10350.55329
11779,770,0,8142.284464
11780,770,1,13738.46575
11781,695,1,13286.8327
11782,695,0,7367.19401
11783,770,0,8678.222198
11784,584,1,8367.191475
11785,584,1,9389.078552
11786,666,1,11329.919
11787,584,1,10330.38845
11788,770,0,8368.823439
11789,695,1,13633.31355
11790,695,1,11049.48328
11791,666,1,15144.77901
11792,584,1,14030.9875
11793,584,1,12575.38046
11794,695,0,10480.28038
11795,695,1,12198.33221
11796,584,1,8308.723015
11797,584,1,12150.8707
11798,695,1,12883.15858
11799,695,0,8904.441499
11800,584,1,10722.46143
11801,695,1,10973.71004
11802,584,1,10229.23953
11803,584,1,10377.00455
11804,584,0,9352.133333
11805,584,1,8307.397453
11806,770,0,10555.48517
11807,859,0,10503.96497
11808,695,0,8311.974895
11809,695,1,12904.52321
11810,584,1,10032.02515
11811,584,1,12548.60658
11812,584,1,13238.12646
11813,666,1,13844.78901
11814,584,0,5555.486072
11815,584,1,15831.40997
11816,584,1,7062.099933
11817,584,1,14642.74101
11818,695,0,9551.923698
11819,584,1,13325.02658
11820,666,1,8701.243713
11821,695,0,10001.16107
11822,695,0,9973.834088
11823,584,1,8432.347544
11824,695,1,12041.43811
11825,584,1,8152.654719
11826,770,1,14105.12549
11827,695,0,6395.695759
11828,695,1,13154.02638
11829,584,1,15115.18586
11830,584,1,9027.222608
11831,584,0,9332.297564
11832,695,1,13280.19979
11833,666,1,8891.96676
11834,584,1,9822.018341
11835,584,1,7141.17221
11836,584,1,10763.18548
11837,584,0,11555.82403
11838,584,1,10050.28818
11839,695,1,12437.83708
11840,695,0,8045.145286
11841,695,1,13623.60328
11842,584,1,9077.157708
11843,584,1,9548.007884
11844,584,1,10961.5657
11845,584,1,9701.329652
11846,584,1,10863.54761
11847,666,1,10222.25878
11848,584,1,8462.101171
11849,584,1,8934.799383
11850,859,0,11601.43057
11851,695,1,14360.27228
11852,666,1,10570.82274
11853,695,0,11104.02172
11854,770,0,7595.562679
11855,584,1,15347.53322
11856,584,1,12768.46747
11857,584,1,8732.876696
11858,695,1,14614.8206
11859,584,1,8689.044217
11860,695,0,8611.522101
11861,584,0,9200.769336
11862,695,1,12401.39605
11863,666,1,11183.89094
11864,584,1,13004.94897
11865,859,1,14987.94091
11866,695,0,10404.37358
11867,666,0,10807.22975
11868,584,1,7977.689273
11869,584,1,15294.09909
11870,584,1,13823.62798
11871,666,1,10265.04333
11872,584,0,7236.213813
11873,584,1,10482.10387
11874,666,1,10377.63708
11875,584,1,8675.721851
